Provincia,Cantón,Parroquia,Dirección,Código Institución,Nombre Institución,Sostenimiento,Régimen Escolar,Jurisdicción,Identificación Etnica,Nacionalidad Predominante,Pueblo Predominante,Número Alumnos,Número Docentes,Estudiantes por docente
PASTAZA,PASTAZA,SIMON BOLIVAR (CAB. EN MUSHULLACTA),   COMUNIDAD VILLAFLORA,16B00107,UNIDAD EDUCATIVA COMUNITARIA INTERCULTURAL BILINGÜE KAWSAK RUMI ,Fiscal,Sierra,Intercultural Bilingüe,Indígena,Kichwa,kichwa-Amazonia,190.0,15.0,12.67
PASTAZA,PASTAZA,SIMON BOLIVAR (CAB. EN MUSHULLACTA),   COMUNIDAD WASHINTSA,16B00267,CENTRO EDUCATIVO COMUNITARIO INTERCULTURAL BILINGÜE DE EDUCACION BASICA ECUADOR AMAZONICO,Fiscal,Sierra,Intercultural Bilingüe,Indígena,Shuar,Kanelo-Kichwa,31.0,2.0,15.5
PASTAZA,PASTAZA,SIMON BOLIVAR (CAB. EN MUSHULLACTA),   COMUNIDAD YAMARAM JINTIA,16B00116,CENTRO EDUCATIVO COMUNITARIO INTERCULTURAL BILINGÜE DE EDUCACION BASICA TAYU,Fiscal,Sierra,Intercultural Bilingüe,Indígena,Shuar,Shuar,7.0,1.0,7.0
PASTAZA,PASTAZA,SIMON BOLIVAR (CAB. EN MUSHULLACTA),   COMUNIDAD YAMPIS,16B00101,CENTRO EDUCATIVO COMUNITARIO INTERCULTURAL BILINGÜE DE EDUCACION BASICA YAMPIS,Fiscal,Sierra,Intercultural Bilingüe,Indígena,Shuar,Kanelo-Kichwa,23.0,1.0,23.0
PASTAZA,PASTAZA,SIMON BOLIVAR (CAB. EN MUSHULLACTA),   COMUNIDAD YANKUAM,16B00086,CENTRO EDUCATIVO COMUNITARIO INTERCULTURAL BILINGÜE DE EDUCACION BASICA YANKUAM,Fiscal,Sierra,Intercultural Bilingüe,Indígena,Shuar,Shuar,5.0,1.0,5.0
PASTAZA,PASTAZA,SIMON BOLIVAR (CAB. EN MUSHULLACTA),   KUMAY,16B00222,UNIDAD EDUCATIVA COMUNITARIA INTERCULTURAL BILINGÜE KUMAY,Fiscal,Sierra,Intercultural Bilingüe,Indígena,Shuar,Shuar,224.0,14.0,16.0
PASTAZA,PASTAZA,SIMON BOLIVAR (CAB. EN MUSHULLACTA),   PARROQUIA SIMON BOLIVAR CECIB SIMON BOLIVAR,16B00200,CENTRO EDUCATIVO COMUNITARIO INTERCULTURAL BILINGÜE DE EDUCACION BASICA FIDEL HUALINO,Fiscal,Sierra,Intercultural Bilingüe,Indígena,Kichwa,kichwa-Amazonia,14.0,1.0,14.0
PASTAZA,PASTAZA,SIMON BOLIVAR (CAB. EN MUSHULLACTA),   RECINTO SIMON BOLIVAR,16B00096,CENTRO EDUCATIVO COMUNITARIO INTERCULTURAL BILINGÜE DE EDUCACION BASICA JORGE GUZMAN RUEDA,Fiscal,Sierra,Intercultural Bilingüe,Indígena,Shuar,Shuar,27.0,2.0,13.5
PASTAZA,PASTAZA,SIMON BOLIVAR (CAB. EN MUSHULLACTA),   RECINTO YANTANA,16B00087,CENTRO EDUCATIVO COMUNITARIO INTERCULTURAL BILINGÜE DE EDUCACION BASICA YANTANA,Fiscal,Sierra,Intercultural Bilingüe,Indígena,Shuar,Shuar,58.0,5.0,11.6
PASTAZA,PASTAZA,SIMON BOLIVAR (CAB. EN MUSHULLACTA),VIA PUYO MACAS KM42 COMUNIDAD SHUAR ETSA ,16B00280,ESCUELA DE EDUCACION BASICA INTERCULTURAL BILINGUE SHUAR ETSA,Fiscal,Sierra,Intercultural Bilingüe,Indígena,Shuar,Shuar,16.0,1.0,16.0
PASTAZA,PASTAZA,SIMON BOLIVAR (CAB. EN MUSHULLACTA),   VIA PUYO MACAS Km. 51 MARGEN DERECHO,16B00088,UNIDAD EDUCATIVA COMUNITARIA INTERCULTURAL BILINGÜE TSANTSA,Fiscal,Sierra,Intercultural Bilingüe,Indígena,Shuar,Waranka,261.0,17.0,15.35
PASTAZA,PASTAZA,SIMON BOLIVAR (CAB. EN MUSHULLACTA),VIA PUYO  MACAS KM TREINTA Y DOS MARGUEN ISQUIERDO VIA BOLIVARENSE  COMUNIDAD SELVA ALEGRE ,16B00269,ESCUELA DE EDUCACION BASICA INTERCULTURAL BILINGUE SELVA ALEGRE,Fiscal,Sierra,Intercultural Bilingüe,Indígena,Kichwa,kichwa-Amazonia,6.0,1.0,6.0
PASTAZA,PASTAZA,TARQUI,   CENTRO DEL POBLADO,16B00127,CENTRO EDUCATIVO COMUNITARIO INTERCULTURAL BILINGÜE DE EDUCACION BASICA RIO PUYO,Fiscal,Sierra,Intercultural Bilingüe,Indígena,Kichwa,kichwa-Amazonia,8.0,1.0,8.0
PASTAZA,PASTAZA,TARQUI,   Comunidad Dos Rios,16B00123,CENTRO EDUCATIVO COMUNITARIO INTERCULTURAL BILINGÜE DE EDUCACION BASICA KURI YAKU,Fiscal,Sierra,Intercultural Bilingüe,Indígena,Kichwa,kichwa-Amazonia,24.0,1.0,24.0
PASTAZA,PASTAZA,TARQUI,   COMUNIDAD PUTUIMI,16B00124,CENTRO EDUCATIVO COMUNITARIO INTERCULTURAL BILINGÜE DE EDUCACION BASICA SEIS DE DICIEMBRE,Fiscal,Sierra,Intercultural Bilingüe,Indígena,Kichwa,kichwa-Amazonia,37.0,2.0,18.5
PASTAZA,PASTAZA,TARQUI,   COMUNIDAD VENCEDORES KM NUEVE VIA POMONA,16B00119,CENTRO EDUCATIVO COMUNITARIO INTERCULTURAL BILINGÜE DE EDUCACION BASICA VENCEDORES,Fiscal,Sierra,Intercultural Bilingüe,Indígena,Kichwa,Kanelo-Kichwa,22.0,1.0,22.0
PASTAZA,PASTAZA,TARQUI,   COMUNIDAD WAMAK URKU,16B00122,CENTRO EDUCATIVO COMUNITARIO INTERCULTURAL BILINGÜE DE EDUCACION BASICA WAMAK URKU,Fiscal,Sierra,Intercultural Bilingüe,Indígena,Kichwa,kichwa-Amazonia,10.0,1.0,10.0
PASTAZA,PASTAZA,TARQUI,   ENTRADA COOPERATIVA CARLOS LUIS PLAZA ARAY,16B00120,CARLOS PLAZA ARAY,Fiscal,Sierra,Intercultural Bilingüe,Indígena,Kichwa,kichwa-Amazonia,182.0,9.0,20.22
PASTAZA,PASTAZA,TARQUI,   Recinto San Pedro,16B00121,CENTRO EDUCATIVO COMUNITARIO INTERCULTURAL BILINGÜE DE EDUCACION BASICA SAN PEDRO,Fiscal,Sierra,Intercultural Bilingüe,Indígena,Kichwa,kichwa-Amazonia,36.0,4.0,9.0
PASTAZA,PASTAZA,TARQUI,   VIA TARQUI,16B00231,UNIDAD EDUCATIVA COMUNITARIA INTERCULTURAL PCEI CARLOS LUIS PLAZA ARAY,Fiscal,Sierra,Intercultural Bilingüe,Indígena,Kichwa,kichwa-Amazonia,72.0,4.0,18.0
PASTAZA,PASTAZA,TENIENTE HUGO ORTIZ,   COMUNIDAD SAN PABLO DE ALLICHUNGO,16B00128,CENTRO EDUCATIVO COMUNITARIO INTERCULTURAL BILINGÜE DE EDUCACION BASICA SAN PABLO DE ALLISHUNGO,Fiscal,Sierra,Intercultural Bilingüe,Indígena,Kichwa,kichwa-Amazonia,28.0,2.0,14.0
PASTAZA,PASTAZA,VERACRUZ (INDILLAMA) (CAB. EN INDILLAMA),   CASERIO UNION NACIONAL,16B00132,CENTRO EDUCATIVO COMUNITARIO INTERCULTURAL BILINGÜE DE EDUCACION BASICA UNION NACIONAL,Fiscal,Sierra,Intercultural Bilingüe,Indígena,Kichwa,Kanelo-Kichwa,3.0,1.0,3.0
PASTAZA,SANTA CLARA,SANTA CLARA,   COMUNIDAD ISHKAY YAKU,16B00146,CENTRO EDUCATIVO COMUNITARIO INTERCULTURAL BILINGÜE DE EDUCACION BASICA ISHKAY YAKU,Fiscal,Sierra,Intercultural Bilingüe,Indígena,Kichwa,kichwa-Amazonia,40.0,2.0,20.0
PASTAZA,SANTA CLARA,SANTA CLARA,   COMUNIDAD SAN JUAN DE PIATUA,16B00143,CENTRO EDUCATIVO COMUNITARIO INTERCULTURAL BILINGÜE DE EDUCACION BASICA PROCER JUAN DE SALINAS,Fiscal,Sierra,Intercultural Bilingüe,Indígena,Kichwa,kichwa-Amazonia,10.0,1.0,10.0
PASTAZA,SANTA CLARA,SANTA CLARA,VIA PUYO  NAPO 4 SANTA CLARA  SAN RAFAEL ,16B00270,CENTRO EDUCATIVO COMUNITARIO INTERCULTURAL BILINGÜE DE EDUCACION BASICA RUBEN DARIO,Fiscal,Sierra,Intercultural Bilingüe,Indígena,Kichwa,kichwa-Amazonia,8.0,1.0,8.0
PASTAZA,SANTA CLARA,SANTA CLARA,   VIA PUYO - TENA ENTRADA  A  LAS MINAS,16B00141,UNIDAD EDUCATIVA COMUNITARIA INTERCULTURAL BILINGÜE CAMILO HUATATOCA,Fiscal,Sierra,Intercultural Bilingüe,Indígena,Kichwa,kichwa-Amazonia,455.0,27.0,16.85
PICHINCHA,CAYAMBE,CANGAHUA,   CHUMILLOS ALTOS,17B00154,INTI PAKARI,Fiscal,Sierra,Intercultural Bilingüe,Indígena,Kichwa,kayambi,11.0,3.0,3.67
PICHINCHA,CAYAMBE,CANGAHUA,   COMUNA PUCARA,17B00150,PADRE JUAN DE VELASCO,Fiscal,Sierra,Intercultural Bilingüe,Indígena,Kichwa,kayambi,301.0,20.0,15.05
PICHINCHA,CAYAMBE,CANGAHUA,   COMUNIDAD CARRERA SECTOR  HACIENDA,17B00156,AQUILES PEREZ TAMAYO,Fiscal,Sierra,Intercultural Bilingüe,Indígena,Kichwa,kayambi,325.0,19.0,17.11
PICHINCHA,CAYAMBE,CANGAHUA,   COMUNIDAD COCHAPAMBA VIA A OYACACHI,17B00158,DOLORES CACUANGO,Fiscal,Sierra,Intercultural Bilingüe,Indígena,Kichwa,kayambi,351.0,22.0,15.95
PICHINCHA,CAYAMBE,CANGAHUA,   COMUNIDAD COMPANIA LOTE 2,17B00153,GUSTAVO ADOLFO BECQUER,Fiscal,Sierra,Intercultural Bilingüe,Indígena,Kichwa,kayambi,232.0,19.0,12.21
PICHINCHA,CAYAMBE,CANGAHUA,   COMUNIDAD LA CANDELARIA,17B00157,ISLA SANTA MARIA,Fiscal,Sierra,Intercultural Bilingüe,Indígena,Kichwa,kayambi,202.0,18.0,11.22
PICHINCHA,CAYAMBE,CANGAHUA,   COMUNIDAD LA CONCEPCION,17B00163,RAFAEL CORREA DELGADO,Fiscal,Sierra,Intercultural Bilingüe,Indígena,Kichwa,kayambi,69.0,5.0,13.8
PICHINCHA,CAYAMBE,CANGAHUA,   COMUNIDAD SAN ANTONIO VIA OYACACHI,17B00213,29 DE OCTUBRE,Fiscal,Sierra,Intercultural Bilingüe,Indígena,Kichwa,kayambi,451.0,22.0,20.5
PICHINCHA,CAYAMBE,CANGAHUA,   COMUNIDAD SANTA ROSA DE PACCHA,17B00152,MANUEL AGUILAR,Fiscal,Sierra,Intercultural Bilingüe,Indígena,Kichwa,kayambi,147.0,17.0,8.65
PICHINCHA,CAYAMBE,CANGAHUA,   LA COMPAÑÍA PACTO CUARTO LOTE  IGLESIA EVANGÉLICA LA NUEVA JERUSALÉN,17B00160,JOSE FRANCISCO AIGAJE,Fiscal,Sierra,Intercultural Bilingüe,Indígena,Kichwa,kayambi,87.0,6.0,14.5
PICHINCHA,CAYAMBE,CANGAHUA,   PANAMERICANA VÍA A CANGAHUA,17B00149,LUIS HUMBERTO SALGADO,Fiscal,Sierra,Intercultural Bilingüe,Indígena,Kichwa,kayambi,202.0,16.0,12.62
PICHINCHA,CAYAMBE,CANGAHUA,   VIA EL HATO NEVADO CAYAMBE KM 18  COMUNIDAD PISAMBILLA,17B00151,GENERAL ANTONIO ELIZALDE,Fiscal,Sierra,Intercultural Bilingüe,Indígena,Kichwa,kayambi,292.0,18.0,16.22
PICHINCHA,CAYAMBE,JUAN MONTALVO,   CASERIO EL VERDE VIA AL REFUGIO,17B00143,SARAURCO,Fiscal,Sierra,Intercultural Bilingüe,Indígena,Kichwa,kayambi,13.0,3.0,4.33
PICHINCHA,CAYAMBE,JUAN MONTALVO,   COMUNIDAD EL HATO ESPIGA DE ORO VIA AL REFUGIO DEL CAYAMBE KM 7,17B00211,MANUEL ALBAN,Fiscal,Sierra,Intercultural Bilingüe,Mestiza,Mestiza,Mestiza,255.0,17.0,15.0
PICHINCHA,CAYAMBE,JUAN MONTALVO,   COMUNIDAD MONJAS ALTO,17B00144,ABELARDO NUNEZ ACOSTA,Fiscal,Sierra,Intercultural Bilingüe,Indígena,Kichwa,kayambi,41.0,5.0,8.2
PICHINCHA,CAYAMBE,JUAN MONTALVO,   CONVALESCENCIA VÍA A MONJAS KM 5 MARGEN IZQUIERDO,17B00252,CAYAMBE,Fiscal,Sierra,Intercultural Bilingüe,Mestiza,Mestiza,Mestiza,64.0,8.0,8.0
PICHINCHA,CAYAMBE,JUAN MONTALVO,   DE CAYAMBE SUBIENDO POR PUNTIATZIL PASANDO LA HACIENDA ANCHOLAG,17B00210,DAVID MANANGON,Fiscal,Sierra,Intercultural Bilingüe,Mestiza,Mestiza,Mestiza,19.0,4.0,4.75
PICHINCHA,CAYAMBE,JUAN MONTALVO,   HATO CHAUPILOMA,17B00145,GUSTAVO JARRIN JARAMILLO,Fiscal,Sierra,Intercultural Bilingüe,Mestiza,Mestiza,Mestiza,2.0,1.0,2.0
PICHINCHA,CAYAMBE,JUAN MONTALVO,   VIA AL REFUGIO DEL CAYAMBE KM 15 PIE MONTE,17B00146,ORLANDO PERON,Fiscal,Sierra,Intercultural Bilingüe,Indígena,Kichwa,kayambi,17.0,3.0,5.67
PICHINCHA,CAYAMBE,OLMEDO (PESILLO),AV IMBABURA SN ESPAÑA ,17H03659,UNIDAD EDUCATIVA OLMEDO PESILLO,Fiscal,Sierra,Intercultural,Mestiza,Mestiza,Mestiza,568.0,29.0,19.59
PICHINCHA,CAYAMBE,OLMEDO (PESILLO),   COMUNIDAD  MUYURCO,17B00176,ARTURO BORJA,Fiscal,Sierra,Intercultural Bilingüe,Mestiza,Mestiza,Mestiza,193.0,19.0,10.16
PICHINCHA,CAYAMBE,OLMEDO (PESILLO),   COMUNIDAD SAN PABLO URCO,17B00177,HUMBERTO FIERRO,Fiscal,Sierra,Intercultural Bilingüe,Indígena,Kichwa,kayambi,57.0,7.0,8.14
PICHINCHA,CAYAMBE,SAN JOSE DE AYORA,   CASERIO SAN ISIDRO DE CAJAS,17B00138,CECIB EB MARIO COBO BARONA,Fiscal,Sierra,Intercultural Bilingüe,Mestiza,Mestiza,Mestiza,36.0,5.0,7.2
PICHINCHA,CAYAMBE,SAN JOSE DE AYORA,   CASERIO SAN MIGUEL DEL PRADO,17B00136,JUAN VICENTE MORALES,Fiscal,Sierra,Intercultural Bilingüe,Indígena,Kichwa,kayambi,37.0,5.0,7.4
PICHINCHA,CAYAMBE,SAN JOSE DE AYORA,   COMUNA SANTO DOMINGO NRO 2,17B00134,SIMON BOLIVAR,Fiscal,Sierra,Intercultural Bilingüe,Mestiza,Mestiza,Mestiza,22.0,3.0,7.33
PICHINCHA,CAYAMBE,SAN JOSE DE AYORA,   COMUNIDAD PAQUIESTANCIA,17B00135,RAFAEL AVILES MONCAYO,Fiscal,Sierra,Intercultural Bilingüe,Mestiza,Mestiza,Mestiza,28.0,4.0,7.0
PICHINCHA,CAYAMBE,SAN JOSE DE AYORA,   COMUNIDAD SANTA ROSA DE LA COMPAÑÍA  - AYORA,17B00131,MARCO RODRIGUEZ DIAZ,Fiscal,Sierra,Intercultural Bilingüe,Mestiza,Mestiza,Mestiza,13.0,4.0,3.25
PICHINCHA,CAYAMBE,SAN JOSE DE AYORA,   COMUNIDAD SANTO DOMINGO N1,17B00172,MARISCAL SUCRE,Fiscal,Sierra,Intercultural Bilingüe,Mestiza,Mestiza,Mestiza,50.0,4.0,12.5
PICHINCHA,CAYAMBE,SAN JOSE DE AYORA,   VIA LA CHIMBA,17B00137,LUIS NAPOLEON DILLON,Fiscal,Sierra,Intercultural Bilingüe,Indígena,Kichwa,kayambi,197.0,19.0,10.37
PICHINCHA,PEDRO MONCAYO,TABACUNDO,   CALLE LOS CEREZOS Y VIA SAN JOSE GRANDE COMUNIDAD  SAN JOSE GRANDE,17B00184,FRANCISCO ROBLES,Fiscal,Sierra,Intercultural Bilingüe,Mestiza,Mestiza,Mestiza,80.0,8.0,10.0
PICHINCHA,PEDRO MONCAYO,TABACUNDO,   COMUNIDAD  JURIDICA SAN JOSE CHICO,17B00183,CECIB EB PEDRO BEDON,Fiscal,Sierra,Intercultural Bilingüe,Mestiza,Mestiza,Mestiza,41.0,3.0,13.67
PICHINCHA,PEDRO MONCAYO,TABACUNDO,PANAMERICANA NORTE VIA CAYAMBE  TABACUNDO  CALLE VEINTE Y NUEVE DE JUNIO ,17B00215,CARLOS FREILE ZALDUMBIDE,Fiscal,Sierra,Intercultural Bilingüe,Mestiza,Mestiza,Mestiza,400.0,20.0,20.0
PICHINCHA,PEDRO MONCAYO,TUPIGACHI,   COMUNA LOMA GORDA,17B00193,SANTA ROSA,Fiscal,Sierra,Intercultural Bilingüe,Indígena,Kichwa,kayambi,117.0,8.0,14.62
PICHINCHA,PEDRO MONCAYO,TUPIGACHI,   COMUNIDAD CHAUPILOMA CASA COMUNAL,17B00195,ATAHUALPA,Fiscal,Sierra,Intercultural Bilingüe,Indígena,Kichwa,kayambi,60.0,5.0,12.0
PICHINCHA,PEDRO MONCAYO,TUPIGACHI,   COMUNIDAD ÑAÑOLOMA,17B00217,MISION ANDINA,Fiscal,Sierra,Intercultural Bilingüe,Mestiza,Mestiza,Mestiza,467.0,28.0,16.68
PICHINCHA,PEDRO MONCAYO,TUPIGACHI,   COMUNIDAD SAN JUAN LOMA,17B00192,NINO MANUEL,Fiscal,Sierra,Intercultural Bilingüe,Indígena,Kichwa,kayambi,59.0,8.0,7.38
PICHINCHA,PEDRO MONCAYO,TUPIGACHI,   COMUNIDAD SANTA MONICA,17B00197,CECIB EB PATRICIA BROWN,Fiscal,Sierra,Intercultural Bilingüe,Mestiza,Mestiza,Mestiza,83.0,6.0,13.83
PICHINCHA,PEDRO MONCAYO,TUPIGACHI,   SAN PABLITO DE AGUALONGO,17B00190,CEIFC AGUALONGO,Fiscal,Sierra,Intercultural Bilingüe,Indígena,Kichwa,kayambi,24.0,2.0,12.0
PICHINCHA,PEDRO MONCAYO,TUPIGACHI,   SECTOR CAJAS PANAMERICANA NORTE,17B00196,MARIETA DE VEINTIMILLA,Fiscal,Sierra,Intercultural Bilingüe,Mestiza,Mestiza,Mestiza,234.0,19.0,12.32
PICHINCHA,QUITO,CALDERON (CARAPUNGO),   BARRIO ZABALA - CALLE ALONDRAS N3 Y ALBATROS,17B00095,UNIDAD EDUCATIVA COMUNITARIA INTERCULTURAL BILINGÜE FISCAL KITUKARA,Fiscal,Sierra,Intercultural Bilingüe,Mestiza,Mestiza,Mestiza,766.0,29.0,26.41
PICHINCHA,QUITO,CALDERON (CARAPUNGO),   PASAJE ISRAEL OE7399 Y CALIXTO MUZO LLANO GRANDE,17B00101,POR LA PAZ,Fiscomisional,Sierra,Intercultural Bilingüe,Indígena,Kichwa,kitukara,158.0,6.0,26.33
PICHINCHA,QUITO,CALDERON (CARAPUNGO),   SAN MIGUEL DEL COMUN SECTOR EL TABLON PANAMERICANA NORTE KM2,17B00098,MUSHUK PAKARI,Fiscal,Sierra,Intercultural Bilingüe,Indígena,Kichwa,kitukara,614.0,38.0,16.16
PICHINCHA,QUITO,CALDERON (CARAPUNGO),   SECTOR SAN JOSE MORAN DEL PARQUE CENTRAL IZQUIERDA PAVIMENTADA,17H01558,LUZ Y VIDA,Fiscal,Sierra,Intercultural,Negra,Negra,Negra,1169.0,18.0,64.94
PICHINCHA,QUITO,CENTRO HISTORICO,AV ANTONIO JOSÉ DE SUCRE OE9-176 LOJA ,17B00058,UNIDAD EDUCATIVA  COMUNITARIA INTERCULTURAL BILINGÜE AMAWTA RIKCHARI,Fiscal,Sierra,Intercultural Bilingüe,Indígena,Kichwa,Puruhá,178.0,18.0,9.89
PICHINCHA,QUITO,CONOCOTO,   BARRIO SAN MIGUEL DE CONOCOTO,17B00220,SAN MIGUEL DE CONOCOTO,Fiscal,Sierra,Intercultural Bilingüe,Indígena,Kichwa,Chibuleo,59.0,4.0,14.75
PICHINCHA,QUITO,EL CONDADO,CALLE CESAR ANDRADE 574 CALLE SEIS BARRIO SANTA MARIA ,17B00005,UNIDAD EDUCATIVA COMUNITARIA INTERCULTURAL BILINGÜE MUSHUK YACHAY,Fiscal,Sierra,Intercultural Bilingüe,Mestiza,Mestiza,Mestiza,407.0,19.0,21.42
PICHINCHA,QUITO,GUAMANI,CALLE M OE5-185 CALLE J ,17B00221,UNIDAD EDUCATIVA COMUNITARIO INTERCULTURAL BILINGUE MUYU KAWSAY,Fiscal,Sierra,Intercultural Bilingüe,Mestiza,Mestiza,Mestiza,1306.0,55.0,23.75
PICHINCHA,QUITO,GUAMANI,   CHILLOGALLO - CAMAL METROPOLITANO - SANTOS PAMBA  BARRIO TEPEYAC,17B00037,UNIDAD EDUCATIVA COMUNITARIA INTERCULTURAL BILINGUE TINKU YACHAY,Fiscal,Sierra,Intercultural Bilingüe,Indígena,Kichwa,Panzaleo,336.0,21.0,16.0
PICHINCHA,QUITO,LA ECUATORIANA,CALLE S Oe10-52 CALLE PEDRO CASTILLóN Y PSAJE 1-18 Y A-18 ,17B00035,CENTRO EDUCATIVO COMUNITARIO INTERCULTURAL BILINGUE SUMAK KAWSAY,Fiscal,Sierra,Intercultural Bilingüe,Mestiza,Mestiza,Mestiza,897.0,38.0,23.61
PICHINCHA,QUITO,PINTAG,   BARRIO CHACHIL,17B00117,MUSHUK NINA,Fiscal,Sierra,Intercultural Bilingüe,Indígena,Kichwa,kitukara,30.0,3.0,10.0
PICHINCHA,QUITO,PUENGASI,FRANCISCO MATIS E14-265 JOSE XIRONZA ,17B00219,CECIB DE EDUCACION BASICA YACHAY WASI,Fiscomisional,Sierra,Intercultural Bilingüe,Indígena,Kichwa,Panzaleo,61.0,5.0,12.2
PICHINCHA,QUITO,SAN JOSE DE MINAS,   COMUNIDAD MOTILON CHUPA,10B00129,ESCUELA DE EDUCACION BASICA GENERAL QUIS QUIS,Fiscal,Sierra,Intercultural Bilingüe,Indígena,Kichwa,Otavalo,8.0,1.0,8.0
PICHINCHA,QUITO,SAN JOSE DE MINAS,   COMUNIDAD PADRE CHUPA,10B00111,ESCUELA DE EDUCACION BASICA PROVINCIA DE TUNGURAHUA,Fiscal,Sierra,Intercultural Bilingüe,Indígena,Kichwa,Otavalo,10.0,1.0,10.0
PICHINCHA,QUITO,SOLANDA,INTERIOR DEL MERCADO MAYORISTA  AV TENIENTE HUGO ORTIZ Y AYAPAMBA ,17B00040,TRANSITO AMAGUAÑA,Particular Laico,Sierra,Intercultural Bilingüe,Indígena,Kichwa,Panzaleo,79.0,6.0,13.17
PICHINCHA,QUITO,TABABELA,   VIA INTEROCEANICA TABABELA KM 24 200M ANTES DE LA ENTRADA A  TABABELA,17B00027,UNIVERSAL MISIONERA CEUM,Fiscomisional,Sierra,Intercultural Bilingüe,Mestiza,Mestiza,Mestiza,33.0,5.0,6.6
PICHINCHA,QUITO,TUMBACO,   OLALLA,17B00222,ILALO,Fiscal,Sierra,Intercultural Bilingüe,Mestiza,Mestiza,Mestiza,23.0,3.0,7.67
PICHINCHA,RUMIÑAHUI,RUMIPAMBA,   RUMIPAMBA  LAGO AGRIO VIA COCA KM 19 MARG DER LINEA 7,21B00027,RUMIPAMBA,Fiscal,Sierra,Intercultural Bilingüe,Indígena,Kichwa,kichwa-Amazonia,285.0,20.0,14.25
SUCUMBIOS,CASCALES,EL DORADO DE CASCALES,   14 KICHWAS VIA CASCALES - LA TRONCAL KM 13 MARG IZQ LINEA 10,21B00162,DIONICIO ANDY,Fiscal,Sierra,Intercultural Bilingüe,Indígena,Kichwa,kichwa-Amazonia,67.0,3.0,22.33
SUCUMBIOS,CASCALES,EL DORADO DE CASCALES,   CHUNCHO  VIA LA TRONCAL-EL ENO KM 9 MARG DER,21B00131,CLEMENTE VARGAS GREFA,Fiscal,Sierra,Intercultural Bilingüe,Indígena,Kichwa,Kanelo-Kichwa,23.0,1.0,23.0
SUCUMBIOS,CASCALES,EL DORADO DE CASCALES,   COMUNA JESUS DEL GRAN PODER VIA LAGO AGRIO QUITO KM 43 MARG IZQDO RIO AGUARICO MUSHUK KAWSAY KUYLLYS,21B00132,ISHKAY YAKU,Fiscal,Sierra,Intercultural Bilingüe,Indígena,Kichwa,kichwa-Amazonia,21.0,1.0,21.0
SUCUMBIOS,CASCALES,EL DORADO DE CASCALES,   COMUNA KICHWA ANTISUYU,21B00147,KUILLUR,Fiscal,Sierra,Intercultural Bilingüe,Indígena,Kichwa,kichwa-Amazonia,21.0,1.0,21.0
SUCUMBIOS,CASCALES,EL DORADO DE CASCALES,   COMUNA KICHWA SAN FRANCISCO,21B00128,RUMIÑAHUI,Fiscal,Sierra,Intercultural Bilingüe,Indígena,Kichwa,kichwa-Amazonia,17.0,1.0,17.0
SUCUMBIOS,CASCALES,EL DORADO DE CASCALES,   COMUNIDAD ETSA,21B00149,TUNA,Fiscal,Sierra,Intercultural Bilingüe,Indígena,Shuar,Shuar,16.0,1.0,16.0
SUCUMBIOS,CASCALES,EL DORADO DE CASCALES,   KICHWA DUMBIKI  VIA LUMBAQUI-LA  TRONCAL KM 15  MARG IZQ,21B00151,DUMBIKI,Fiscal,Sierra,Intercultural Bilingüe,Indígena,Kichwa,Kanelo-Kichwa,13.0,1.0,13.0
SUCUMBIOS,CASCALES,EL DORADO DE CASCALES,   KUYLLIS VIA SAN JOSE-LA TRONCAL KM 8 MARG IZQ LINEA 12,21B00044,DOMINGO ALBERTO,Fiscal,Sierra,Intercultural Bilingüe,Indígena,Kichwa,kichwa-Amazonia,43.0,2.0,21.5
SUCUMBIOS,CASCALES,EL DORADO DE CASCALES,   MUSHUK KAWSAY VIA LAGO AGRIO-QUITO KM 43 MARG IZQ LINEA 3,21B00134,MUSHUK KAWSAY,Fiscal,Sierra,Intercultural Bilingüe,Indígena,Kichwa,Kanelo-Kichwa,154.0,13.0,11.85
SUCUMBIOS,CASCALES,EL DORADO DE CASCALES,   PACHAKUTIK VIA SAN JOSE-LA TRONCAL KM 13 MARG IZQ LINEA 2,21B00130,PACHAKUTIK,Fiscal,Sierra,Intercultural Bilingüe,Indígena,Kichwa,kichwa-Amazonia,50.0,3.0,16.67
SUCUMBIOS,CASCALES,EL DORADO DE CASCALES,   PAPAYU VIA LA TRONCAL-EL ENO 5 MARG DER LINEA 2,21B00141,PAPAYU,Fiscal,Sierra,Intercultural Bilingüe,Indígena,Kichwa,kichwa-Amazonia,26.0,1.0,26.0
SUCUMBIOS,CASCALES,EL DORADO DE CASCALES,   PASTAZA VIA CASCALES - LA TRONCAL KM 15 MARG IZQ,21B00140,MURITI KUCHA,Fiscal,Sierra,Intercultural Bilingüe,Indígena,Kichwa,kichwa-Amazonia,29.0,1.0,29.0
SUCUMBIOS,CASCALES,EL DORADO DE CASCALES,   SAN JOSE VIA LAGO AGRIO- QUITO KM 43 MARGEN IZQUIERDO,21B00156,VICENTE RAMON ROCA,Fiscal,Sierra,Intercultural Bilingüe,Indígena,Kichwa,kichwa-Amazonia,50.0,3.0,16.67
SUCUMBIOS,CASCALES,EL DORADO DE CASCALES,SIN CALLE 1 SIN CALLE ,21B00150,CASIMIRO ALVARADO,Fiscal,Sierra,Intercultural Bilingüe,Indígena,Ai Kofan,Ai Cofan,5.0,1.0,5.0
