Provincia,Cantón,Parroquia,Dirección,Código Institución,Nombre Institución,Sostenimiento,Régimen Escolar,Jurisdicción,Identificación Etnica,Nacionalidad Predominante,Pueblo Predominante,Número Alumnos,Número Docentes,Estudiantes por docente
AZUAY,CAMILO PONCE ENRIQUEZ,CAMILO PONCE ENRIQUEZ,   COMUNIDAD LA LIBERTAD,01B00059,ESCUELA DE EDUCACIÓN BÁSICA OSWALDO GUAYASAMIN,Fiscal,Costa,Intercultural Bilingüe,Mestiza,Mestiza,Mestiza,2.0,1.0,2.0
AZUAY,CAMILO PONCE ENRIQUEZ,CAMILO PONCE ENRIQUEZ,   COMUNIDAD PIJILÍ CHICO,01B00069,ESCUELA DE EDUCACIÓN BÁSICA 20 DE AGOSTO,Fiscal,Costa,Intercultural Bilingüe,Mestiza,Mestiza,Mestiza,4.0,1.0,4.0
AZUAY,CUENCA,CHAUCHA,   COMUNIDAD COCA,01B00021,ESCUELA DE EDUCACION BASICA SEIS DE JUNIO,Fiscal,Costa,Intercultural Bilingüe,Mestiza,Mestiza,Mestiza,10.0,1.0,10.0
BOLIVAR,ECHEANDIA,ECHEANDIA,   RECINTO CARIMARA,02B00097,30 DE ABRIL,Fiscal,Costa,Intercultural Bilingüe,Indígena,Kichwa,Waranka,8.0,1.0,8.0
BOLIVAR,ECHEANDIA,ECHEANDIA,   RECINTO EL CALVARIO,02B00096,MONTE ALEGRE,Fiscal,Costa,Intercultural Bilingüe,Indígena,Kichwa,Waranka,2.0,1.0,2.0
BOLIVAR,ECHEANDIA,ECHEANDIA,VIA GUARANDA 1 SIMON BOLIVAR ,02B00095,CENTRO EDUCATIVO COMUNITARIO INTERCULTURAL BILINGUE DE EDUCACION BASICA DR RAUL URBINA BERMEO,Fiscal,Costa,Intercultural Bilingüe,Indígena,Kichwa,Waranka,26.0,2.0,13.0
BOLIVAR,GUARANDA,FACUNDO VELA,   BARRIO  MIRA FLORES,02B00019,UNIDAD EDUCATIVA COMUNITARIA INTERCULTURAL BILINGÜE CHINIBI,Fiscal,Costa,Intercultural Bilingüe,Indígena,Kichwa,Waranka,166.0,11.0,15.09
BOLIVAR,GUARANDA,FACUNDO VELA,   RECINTO EL PORVENIR,02B00102,CECIB  DE EB  20 DE AGOSTO,Fiscal,Costa,Intercultural Bilingüe,Indígena,Kichwa,Waranka,19.0,1.0,19.0
BOLIVAR,GUARANDA,FACUNDO VELA,   RECINTO EL RECREO,02B00100,CENTRO EDUCATIVO COMUNITARIO INTERCULTURAL BILINGÜE EL DESCANSO,Fiscal,Costa,Intercultural Bilingüe,Indígena,Kichwa,Tomabela,8.0,1.0,8.0
BOLIVAR,GUARANDA,FACUNDO VELA,   RECINTO  LA FLORIDA,02B00103,CECIB DE EB 9 DE NOVIEMBRE DE 1988,Fiscal,Costa,Intercultural Bilingüe,Indígena,Kichwa,Tomabela,11.0,1.0,11.0
BOLIVAR,GUARANDA,FACUNDO VELA,   RECINTO SANTA TERESITA DE LA UNION,02B00104,CECIB DE EB MUSHUK  PAKARI,Fiscal,Costa,Intercultural Bilingüe,Indígena,Kichwa,Waranka,6.0,1.0,6.0
BOLIVAR,GUARANDA,GUANUJO,   COMUNIDAD  GUANTUC CRUZ,02B00025,CECIB DE EB NUEVA ESPERANZA,Fiscal,Costa,Intercultural Bilingüe,Indígena,Kichwa,Waranka,149.0,8.0,18.62
BOLIVAR,GUARANDA,JULIO E. MORENO (CATANAHUAN GRANDE),   COMUNIDAD MORASPAMBA,02B00106,9 DE MAYO,Fiscal,Costa,Intercultural Bilingüe,Indígena,Kichwa,Waranka,9.0,1.0,9.0
BOLIVAR,GUARANDA,SALINAS,   MONOLOMA,02B00101,CECIB DE EB PADRE MIGUEL MURILLO,Fiscal,Costa,Intercultural Bilingüe,Indígena,Kichwa,Waranka,8.0,1.0,8.0
BOLIVAR,GUARANDA,SALINAS,   RECINTO CHAUPI GUAYAMA,02B00059,CICEB DE EB  SAN FRANCISCO,Fiscal,Costa,Intercultural Bilingüe,Indígena,Kichwa,Waranka,8.0,1.0,8.0
BOLIVAR,GUARANDA,SALINAS,   RECINTO GRAMALOTE,02B00055,CECIB DE EB  HUALCOPO DUCHICELA,Fiscal,Costa,Intercultural Bilingüe,Indígena,Kichwa,Waranka,14.0,1.0,14.0
BOLIVAR,GUARANDA,SALINAS,   RECINTO LANZA URCO,02B00058,CECIB DE EB  RIO VERDE,Fiscal,Costa,Intercultural Bilingüe,Indígena,Kichwa,Waranka,21.0,1.0,21.0
BOLIVAR,GUARANDA,SIMIATUG,   COMUNIDAD MINDINA,02B00080,UNIDAD EDUCATIVA COMUNITARIA INTERCULTURAL BILINGÜE CACIQUE GUARANGA,Fiscal,Costa,Intercultural Bilingüe,Indígena,Kichwa,Waranka,146.0,11.0,13.27
BOLIVAR,GUARANDA,SIMIATUG,   RECINTO CASCARILLAS,02B00108,CECIB DE EB PRINCESA TOA,Fiscal,Costa,Intercultural Bilingüe,Indígena,Kichwa,Waranka,35.0,1.0,35.0
BOLIVAR,GUARANDA,SIMIATUG,   RECINTO LA CABAÑA,02B00084,CECIB DE EB ANDRES  LEMA CHIMBO,Fiscal,Costa,Intercultural Bilingüe,Indígena,Kichwa,Waranka,22.0,1.0,22.0
BOLIVAR,GUARANDA,SIMIATUG,   RECINTO SALALEO,02B00107,CECIB DE EB RUNA SHUNKU,Fiscal,Costa,Intercultural Bilingüe,Indígena,Kichwa,Waranka,44.0,3.0,14.67
BOLIVAR,GUARANDA,SIMIATUG,   RECINTO SANTA TERESA,02B00082,CENTRO EDUCATIVO COMUNITARIO INTERCULTURAL BILINGÜE 23 DE ABRIL,Fiscal,Costa,Intercultural Bilingüe,Indígena,Kichwa,Waranka,15.0,1.0,15.0
BOLIVAR,GUARANDA,SIMIATUG,   RECINTO YATALO,02B00133,CECIB DE EB GUARANGA,Fiscal,Costa,Intercultural Bilingüe,Indígena,Kichwa,Waranka,44.0,2.0,22.0
BOLIVAR,LAS NAVES,LAS NAVES,   RECINTO CERRO AZUL,02B00110,CORONEL MANUEL DE ECHEANDIA,Fiscal,Costa,Intercultural Bilingüe,Indígena,Kichwa,Waranka,2.0,1.0,2.0
CAÑAR,CAÑAR,CAÑAR,   COMUNIDAD  SANTA MARIA,03B00008,CECIB DE EDUCACION BASICA JOSE ANTONIO NEIRA,Fiscal,Costa,Intercultural Bilingüe,Indígena,Kichwa,Kañari,3.0,1.0,3.0
CAÑAR,CAÑAR,CHONTAMARCA,   COMUNIDAD EL ROSARIO,03B00121,CECIB DE EDUCACION BASICA EL ROSARIO,Fiscal,Costa,Intercultural Bilingüe,Indígena,Kichwa,Kañari,12.0,1.0,12.0
CAÑAR,CAÑAR,CHONTAMARCA,   COMUNIDAD LA ESPERANZA,03B00024,CECIB DE EDUCACION BASICA 24 DE JULIO,Fiscal,Costa,Intercultural Bilingüe,Indígena,Kichwa,Kañari,14.0,1.0,14.0
CAÑAR,CAÑAR,CHONTAMARCA,   COMUNIDAD SAN JUAN DE PAPAYAL,03B00021,CECIB DE EDUCACION BASICA JUAN MANUEL LEMA,Fiscal,Costa,Intercultural Bilingüe,Mestiza,Mestiza,Mestiza,9.0,1.0,9.0
CAÑAR,CAÑAR,CHONTAMARCA,   COMUNIDAD SURUPUNGO,03B00022,CECIB DE EDUCACION BASICA INTI RAYMI,Fiscal,Costa,Intercultural Bilingüe,Indígena,Kichwa,Kañari,4.0,1.0,4.0
CAÑAR,CAÑAR,CHONTAMARCA,   COMUNIDAD TIOPAMBA,03B00025,CECIB DE EDUCACION BASICA FERNANDO DAQUILEMA,Fiscal,Costa,Intercultural Bilingüe,Indígena,Kichwa,Kañari,3.0,1.0,3.0
CAÑAR,CAÑAR,CHONTAMARCA,   RAMOS URCU COMUNIDAD,03B00020,CECIB DE EDUCACION BASICA LORENZA ABIMAÑAY,Fiscal,Costa,Intercultural Bilingüe,Indígena,Kichwa,Kañari,6.0,1.0,6.0
CAÑAR,CAÑAR,GENERAL MORALES (SOCARTE),   COMUNIDAD CRUZ DE ANGAMARCA,03B00035,CECIB DE EDUCACION BASICA TUPAK KATARI,Fiscal,Costa,Intercultural Bilingüe,Indígena,Kichwa,Kañari,30.0,2.0,15.0
CAÑAR,CAÑAR,GENERAL MORALES (SOCARTE),   COMUNIDAD HIERBA BUENA,03B00031,CECIB DE EDUCACION BASICA JAIME ROLDOS AGUILERA,Fiscal,Costa,Intercultural Bilingüe,Indígena,Kichwa,Kañari,29.0,2.0,14.5
CAÑAR,CAÑAR,GENERAL MORALES (SOCARTE),   COMUNIDAD ILIN,03B00033,CECIB DE EDUCACION BASICA DOLORES CACUANGO,Fiscal,Costa,Intercultural Bilingüe,Indígena,Kichwa,Kañari,8.0,1.0,8.0
CAÑAR,CAÑAR,GENERAL MORALES (SOCARTE),   COMUNIDAD LA INDUSTRIA,03B00122,CECIB DE EDUCACION BASICA LA INDUSTRIA,Fiscal,Costa,Intercultural Bilingüe,Indígena,Kichwa,Kañari,10.0,1.0,10.0
CAÑAR,CAÑAR,GENERAL MORALES (SOCARTE),   COMUNIDAD LAS CRUCES,03B00039,CECIB DE EDUCACION BASICA NINA PAKARI,Fiscal,Costa,Intercultural Bilingüe,Indígena,Kichwa,Kañari,74.0,3.0,24.67
CAÑAR,CAÑAR,GENERAL MORALES (SOCARTE),   COMUNIDAD LAUREL,03B00032,UNIDAD EDUCATIVA COMUNITARIA INTERCULTURAL BILINGÜE PACHAKUTIK,Fiscal,Costa,Intercultural Bilingüe,Indígena,Kichwa,Kañari,100.0,7.0,14.29
CAÑAR,CAÑAR,GENERAL MORALES (SOCARTE),   COMUNIDAD LUGMA PAMBA,03B00042,CECIB DE EDUCACION BASICA 10 DE NOVIEMBRE,Fiscal,Costa,Intercultural Bilingüe,Indígena,Kichwa,Kañari,6.0,1.0,6.0
CAÑAR,CAÑAR,GENERAL MORALES (SOCARTE),   COMUNIDAD MOTILON,03B00030,CECIB DE EDUCACION BASICA INTI  PAKARI,Fiscal,Costa,Intercultural Bilingüe,Indígena,Kichwa,Kañari,12.0,1.0,12.0
CAÑAR,CAÑAR,GENERAL MORALES (SOCARTE),   COMUNIDAD POTRERILLOS,03B00041,CECIB DE EDUCACION BASICA ELOY ALFARO,Fiscal,Costa,Intercultural Bilingüe,Indígena,Kichwa,Kañari,28.0,2.0,14.0
CAÑAR,CAÑAR,GENERAL MORALES (SOCARTE),   COMUNIDAD RAMOS LOMA,03B00040,CECIB DE EDUCACION BASICA ELEUTERIO SIGUENCIA SIGUENCIA,Fiscal,Costa,Intercultural Bilingüe,Indígena,Kichwa,Kañari,8.0,1.0,8.0
CAÑAR,CAÑAR,GENERAL MORALES (SOCARTE),   COMUNIDAD SITINCAY,03B00036,CECIB DE EDUCACION BASICA TUPAK AMARU,Fiscal,Costa,Intercultural Bilingüe,Indígena,Kichwa,Kañari,8.0,1.0,8.0
CAÑAR,CAÑAR,GENERAL MORALES (SOCARTE),   COMUNIDAD SUICAY ALTO,03B00034,CECIB DE EDUCACION BASICA JOSE JOAQUIN DE OLMEDO,Fiscal,Costa,Intercultural Bilingüe,Indígena,Kichwa,Kañari,8.0,1.0,8.0
CAÑAR,CAÑAR,GENERAL MORALES (SOCARTE),   COMUNIDAD TOCTE PAMBA,03B00038,CECIB DE EDUCACION BASICA TOCTE PAMBA,Fiscal,Costa,Intercultural Bilingüe,Indígena,Kichwa,Kañari,11.0,1.0,11.0
CAÑAR,CAÑAR,GENERAL MORALES (SOCARTE),   COMUNIDAD ZAPALLO PAMBA,03B00037,CECIB DE EDUCACION BASICA FRAY VICENTE SOLANO,Fiscal,Costa,Intercultural Bilingüe,Indígena,Kichwa,Kañari,18.0,2.0,9.0
CAÑAR,CAÑAR,GUALLETURO,   COMUNIDAD BUQUIAR,03B00199,CECIB DE EDUCACION BASICA 15  DE ABRIL,Fiscal,Costa,Intercultural Bilingüe,Indígena,Kichwa,Kañari,26.0,2.0,13.0
CAÑAR,CAÑAR,GUALLETURO,   COMUNIDAD CAMPO ALEGRE,03B00001,CECIB DE EDUCACION BASICA CAMPO ALEGRE,Fiscal,Costa,Intercultural Bilingüe,Indígena,Kichwa,Kañari,5.0,1.0,5.0
CAÑAR,CAÑAR,GUALLETURO,   COMUNIDAD CHIGLEDEL,03B00047,CECIB DE EDUCACION BASICA SAGRADO CORAZON DE JESUS,Fiscal,Costa,Intercultural Bilingüe,Mestiza,Mestiza,Mestiza,11.0,1.0,11.0
CAÑAR,CAÑAR,GUALLETURO,   COMUNIDAD  DE PURUVIN,03B00045,UNIDAD EDUCATIVA COMUNITARIA INTERCULTURAL BILINGÜE ANGEL MARIA IGLESIAS,Fiscal,Costa,Intercultural Bilingüe,Indígena,Kichwa,Kañari,166.0,12.0,13.83
CAÑAR,CAÑAR,GUALLETURO,   COMUNIDAD GAZZA,03B00125,CECIB DE EDUCACION BASICA 24 DE MAYO,Fiscal,Costa,Intercultural Bilingüe,Indígena,Kichwa,Kañari,8.0,1.0,8.0
CAÑAR,CAÑAR,GUALLETURO,   COMUNIDAD GER,03B00123,CECIB DE EDUCACION BASICA GER,Fiscal,Costa,Intercultural Bilingüe,Indígena,Kichwa,Kañari,90.0,6.0,15.0
CAÑAR,CAÑAR,GUALLETURO,   COMUNIDAD GULAG ALTO,03B00124,CECIB DE EDUCACIÓN BÁSICA GULAG ALTO,Fiscal,Costa,Intercultural Bilingüe,Mestiza,Mestiza,Mestiza,45.0,2.0,22.5
CAÑAR,CAÑAR,GUALLETURO,   COMUNIDAD MALAL,03B00043,CECIB DE EDUCACION BASICA MINAS DE ORO,Fiscal,Costa,Intercultural Bilingüe,Indígena,Kichwa,Kañari,51.0,3.0,17.0
CAÑAR,CAÑAR,GUALLETURO,   COMUNIDAD SHIRIN,03B00046,CECIB DE EDUCACION BASICA 10 DE AGOSTO,Fiscal,Costa,Intercultural Bilingüe,Indígena,Kichwa,Kañari,22.0,1.0,22.0
CAÑAR,CAÑAR,JUNCAL,   COMUNIDAD DE WARAWIN-VIA DURAN TAMBO,03B00058,UNIDAD EDUCATIVA COMUNITARIA INTERCULTURAL BILINGÜE JUNCAL,Fiscal,Costa,Intercultural Bilingüe,Indígena,Kichwa,Kañari,55.0,9.0,6.11
CAÑAR,CAÑAR,VENTURA,   COMUNIDAD TOMEBAMBA,03B00061,CECIB DE EDUCACION BASICA LUZ DE AMERICA,Fiscal,Costa,Intercultural Bilingüe,Indígena,Kichwa,Kañari,11.0,1.0,11.0
CAÑAR,SUSCAL,SUSCAL,   COMUNIDAD CERCAPATA,03B00126,CECIB DE EDUCACION BASICA CERCAPATA,Fiscal,Costa,Intercultural Bilingüe,Indígena,Kichwa,Kañari,21.0,2.0,10.5
CAÑAR,SUSCAL,SUSCAL,   COMUNIDAD CULLA UCU,03B00127,CECIB DE EDUCACION BASICA JOSE ERNESTO SUMBA SAULA,Fiscal,Costa,Intercultural Bilingüe,Indígena,Kichwa,Kañari,2.0,1.0,2.0
CAÑAR,SUSCAL,SUSCAL,   COMUNIDAD DE ACHUPILLAS,03B00076,CECIB DE EDUCACION BASICA RUMIÑAHUI,Fiscal,Costa,Intercultural Bilingüe,Indígena,Kichwa,Kañari,8.0,1.0,8.0
CAÑAR,SUSCAL,SUSCAL,   COMUNIDAD PACHON,03B00077,UNIDAD EDUCATIVA COMUNITARIA INTERCULTURAL BILINGÜE SUSCAL,Fiscal,Costa,Intercultural Bilingüe,Indígena,Kichwa,Kañari,361.0,31.0,11.65
CHIMBORAZO,ALAUSI,MULTITUD,   LOCALIDAD LAS ROCAS,06B00600,15 DE OCTUBRE,Fiscal,Costa,Intercultural Bilingüe,Indígena,Kichwa,Puruhá,9.0,1.0,9.0
CHIMBORAZO,PALLATANGA,PALLATANGA,   GAHUIN CHICO,06B00545,CENTRO EDUCATIVO COMUNITARIO INTERCULTURAL BILINGÜE DE EDUCACIÓN BÁSICA 9 DE OCTUBRE,Fiscal,Costa,Intercultural Bilingüe,Indígena,Kichwa,Puruhá,64.0,7.0,9.14
CHIMBORAZO,PALLATANGA,PALLATANGA,   RECINTO YAGUARCOCHA,06B00546,ESCUELA DE EDUCACIÓN BÁSICA INTERCULTURAL BILINGÜE YAGUARCOCHA,Fiscal,Costa,Intercultural Bilingüe,Indígena,Kichwa,Puruhá,9.0,1.0,9.0
COTOPAXI,PANGUA,EL CORAZON,   COMUNA LA PLANCHA,05B00108,CENTRO EDUCATIVO COMUNITARIO INTERCULTURAL BILINGÜE DE EDUCACIÓN BÁSICA ANTONIO DE ALCEDO,Fiscal,Costa,Intercultural Bilingüe,Indígena,Kichwa,Panzaleo,54.0,5.0,10.8
COTOPAXI,PANGUA,EL CORAZON,   COMUNIDAD CATAZAN GRANDE,05B00119,CECIBEB BATALLA DE TAPI,Fiscal,Costa,Intercultural Bilingüe,Indígena,Kichwa,Panzaleo,7.0,1.0,7.0
COTOPAXI,PANGUA,EL CORAZON,   COMUNIDAD PUNTA URCO,05B00016,CENTRO EDUCATIVO COMUNITARIO INTERCULTURAL BILINGÜE DE EDUCACIÓN BÁSICA UNION Y PROGRESO,Fiscal,Costa,Intercultural Bilingüe,Indígena,Kichwa,Panzaleo,13.0,1.0,13.0
COTOPAXI,PANGUA,EL CORAZON,   RECINTO  CATAZAN CHICO,05B00107,CECIBEB EL CÓNDOR,Fiscal,Costa,Intercultural Bilingüe,Indígena,Kichwa,Panzaleo,16.0,1.0,16.0
COTOPAXI,PANGUA,EL CORAZON,   RECINTO PANYATUG ALTO,05B00135,CENTRO EDUCATIVO COMUNITARIO INTERCULTURAL BILINGÜE DE EDUCACIÓN BÁSICA 5 DE JUNIO,Fiscal,Costa,Intercultural Bilingüe,Indígena,Kichwa,Panzaleo,8.0,1.0,8.0
COTOPAXI,PANGUA,EL CORAZON,   RECINTO QUISHPE CENTRO,05B00109,UNIDAD EDUCATIVA COMUNITARIA INTERCULTURAL BILINGÜE ALEJANDRO HUMBOLTH,Fiscal,Costa,Intercultural Bilingüe,Indígena,Kichwa,Tomabela,86.0,11.0,7.82
COTOPAXI,PANGUA,MORASPUNGO,   COMUNIDAD COLINAS DE DIOS,05B00133,CENTRO EDUCATIVO COMUNITARIO INTERCULTURAL BILINGÜE DE EDUCACIÓN BÁSICA COLINAS DE DIOS,Fiscal,Costa,Intercultural Bilingüe,Indígena,Kichwa,Panzaleo,22.0,1.0,22.0
COTOPAXI,PANGUA,MORASPUNGO,   RECINTO TRES ESTEROS,05B00132,CENTRO EDUCATIVO COMUNITARIO INTERCULTURAL BILINGÜE DE EDUCACIÓN BÁSICA LOS LIMONES ,Fiscal,Costa,Intercultural Bilingüe,Indígena,Kichwa,Panzaleo,11.0,1.0,11.0
COTOPAXI,PANGUA,RAMON CAMPAÑA,   COMUNIDAD SAN NICOLAS DE EL PARAISO,05B00137,CENTRO EDUCATIVO COMUNITARIO INTERCULTURAL BILINGÜE DE EDUCACION BASICA EL PARAISO,Fiscal,Costa,Intercultural Bilingüe,Mestiza,Mestiza,Mestiza,9.0,1.0,9.0
COTOPAXI,PANGUA,RAMON CAMPAÑA,   RECINTO EL MIRADOR,05B00134,PAULO FREIRE,Fiscal,Costa,Intercultural Bilingüe,Indígena,Kichwa,Panzaleo,13.0,1.0,13.0
COTOPAXI,PANGUA,RAMON CAMPAÑA,   RECINTO PILANCON,05B00136,UNIDAD EDUCATIVA COMUNITARIA INTERCULTURAL BILINGÜE REPÚBLICA DOMINICANA ,Fiscal,Costa,Intercultural Bilingüe,Mestiza,Mestiza,Mestiza,79.0,7.0,11.29
COTOPAXI,PUJILI,ANGAMARCA,   COMUNIDAD DE CHUROLOZAN -  ANGAMARCA,05B00104,CENTRO EDUCATIVO COMUNITARIO INTERCULTURAL BILINGÜE DE EDUCACION BASICA RUNAPAC SHUNCU,Fiscal,Costa,Intercultural Bilingüe,Indígena,Kichwa,Panzaleo,58.0,2.0,29.0
COTOPAXI,PUJILI,TINGO,   TAGUALO,05B00105,CENTRO EDUCATIVO COMUNITARIO INTERCULTURAL BILINGÜE DE EDUCACION BASICA CARLOS VICENTE SIGCHA,Fiscal,Costa,Intercultural Bilingüe,Mestiza,Mestiza,Mestiza,53.0,3.0,17.67
COTOPAXI,SIGCHOS,CHUGCHILLAN,   COMUNIDAD GALAPAGOS,05B00092,CENTRO EDUCATIVO COMUNITARIA INTERCULTURAL BILLINGUE DE  EDUCACION BASICA ALEGRIA AYALA VACA,Fiscal,Costa,Intercultural Bilingüe,Indígena,Kichwa,Panzaleo,41.0,2.0,20.5
COTOPAXI,SIGCHOS,CHUGCHILLAN,   COMUNIDAD GUARUMAL,05B00110,UNIDAD EDUCATIVA COMUNITARIA INTERCULTURAL BILINGUE  CIUDAD DE BRASILIA,Fiscal,Costa,Intercultural Bilingüe,Indígena,Kichwa,Panzaleo,102.0,10.0,10.2
COTOPAXI,SIGCHOS,CHUGCHILLAN,   SAN FRANCISCO DE SARAHUASI,05B00111,UNIDAD EDUCATIVA COMUNITARIA INTERCULTURAL BILLINGUE  ANTONIO MILLINGALLI AYALA,Fiscal,Costa,Intercultural Bilingüe,Indígena,Kichwa,Panzaleo,183.0,15.0,12.2
COTOPAXI,SIGCHOS,SIGCHOS,   COMUNIDAD YACUCHAQUI,05B00118,CENTRO EDUCATIVO COMUNITARIA INTERCULTURAL BILLINGUE DE  EDUCACION BASICA CAUPOLICAN,Fiscal,Costa,Intercultural Bilingüe,Indígena,Kichwa,Panzaleo,5.0,1.0,5.0
EL ORO,MACHALA,MACHALA,CIRCUNVALACION NORTE Y PAEZ FRENTE A LA FERRETERIA JONNIFER CAMPOVERDEPOVERDE  CDLA LA UNION ,07B00006,CENTRO EDUCATIVO INTERCULTURAL BILINGÜE DE EDUCACION BASICA FUENTE DE VIDA,Fiscal,Costa,Intercultural Bilingüe,Mestiza,Mestiza,Mestiza,179.0,9.0,19.89
EL ORO,MACHALA,MACHALA,MARCEL LANEADO  LAS PALMERAS Y SEXTA OESTE ,07B00005,UNIDAD EDUCATIVA COMUNITARIA INTERCULTURAL BILINGÜE KICHWAKUNAPAK AMAUTA YACHAY,Fiscal,Costa,Intercultural Bilingüe,Mestiza,Mestiza,Mestiza,499.0,23.0,21.7
ESMERALDAS,ELOY ALFARO,ATAHUALPA (CAB. EN CAMARONES),   DE BORBON A 3 HORAS EN LANCHA - EL ENCANTO,08B00003,CECIB PANAMERICANA PIÑAL,Fiscal,Costa,Intercultural Bilingüe,Indígena,Chachi,Chachi,25.0,1.0,25.0
ESMERALDAS,ELOY ALFARO,ATAHUALPA (CAB. EN CAMARONES),   RIO CAYAPAS - RIO CAMARONES - RAMPIDAL,08B00022,CECIB 10 DE AGOSTO,Fiscal,Costa,Intercultural Bilingüe,Indígena,Chachi,Chachi,89.0,7.0,12.71
ESMERALDAS,ELOY ALFARO,ATAHUALPA (CAB. EN CAMARONES),   RIO CAYAPAS - SANTA MARIA,08B00021,UNIDAD EDUCATIVA INTERCULTURAL BILINGUE JOSE DONATO ACERO,Fiscal,Costa,Intercultural Bilingüe,Indígena,Chachi,Chachi,150.0,11.0,13.64
ESMERALDAS,ELOY ALFARO,BORBON,   API,08B00023,CECIB JAIME ROLDOS AGUILERA,Fiscal,Costa,Intercultural Bilingüe,Indígena,Chachi,Chachi,92.0,5.0,18.4
ESMERALDAS,ELOY ALFARO,BORBON,   SANTA ROSA,08B00059,CECIB EPERARA SIA PIADAARADE,Fiscal,Costa,Intercultural Bilingüe,Indígena,Épera,Waranka,129.0,8.0,16.12
ESMERALDAS,ELOY ALFARO,SAN FRANCISCO DE ONZOLE,   ENTRADA A RECINTO SAN FRANCISCO DE ONZOLE,08B00024,CECIB EL SALVADOR,Fiscal,Costa,Intercultural Bilingüe,Indígena,Chachi,Chachi,18.0,1.0,18.0
ESMERALDAS,ELOY ALFARO,SAN JOSE DE CAYAPAS,   PICHIYACU GRANDE,08B00039,HERCILIO PIANCHICHE OREJUELA,Fiscal,Costa,Intercultural Bilingüe,Indígena,Chachi,Waranka,278.0,16.0,17.38
ESMERALDAS,ELOY ALFARO,SAN JOSE DE CAYAPAS,   PLAYA GRANDE CHACHI,08B00040,CECIB CHIHUATILLO,Fiscal,Costa,Intercultural Bilingüe,Indígena,Chachi,Chachi,16.0,1.0,16.0
ESMERALDAS,ELOY ALFARO,SAN JOSE DE CAYAPAS,   RIO CAYAPAS,08B00106,CECIB ROBERTO AÑAPA,Fiscal,Costa,Intercultural Bilingüe,Indígena,Chachi,Chachi,32.0,2.0,16.0
ESMERALDAS,ELOY ALFARO,SANTO DOMINGO DE ONZOLE,   COMUNIDAD CAPULÍ,08B00025,CECIB GONZALO PIZARRO,Fiscal,Costa,Intercultural Bilingüe,Indígena,Chachi,Chachi,55.0,2.0,27.5
ESMERALDAS,ELOY ALFARO,SANTO DOMINGO DE ONZOLE,   GUALPI,08B00019,CENTRO DE EDUCACION COMUNITARIO INTERCULTURAL BILINGUE ROSENDO ORTIZ,Fiscal,Costa,Intercultural Bilingüe,Indígena,Chachi,Chachi,79.0,3.0,26.33
ESMERALDAS,ELOY ALFARO,TELEMBI,   AGUA BLANCA,08B00027,AGUA BLANCA,Fiscal,Costa,Intercultural Bilingüe,Indígena,Chachi,Chachi,54.0,2.0,27.0
ESMERALDAS,ELOY ALFARO,TELEMBI,   ARENAL,08B00033,CECIB DUCHICELA,Fiscal,Costa,Intercultural Bilingüe,Indígena,Chachi,Chachi,24.0,1.0,24.0
ESMERALDAS,ELOY ALFARO,TELEMBI,   CAFETAL,08B00029,KUUNGA PI,Fiscal,Costa,Intercultural Bilingüe,Indígena,Chachi,Chachi,68.0,2.0,34.0
ESMERALDAS,ELOY ALFARO,TELEMBI,   CALLE LARGA,08B00061,AABAADYALLA,Fiscal,Costa,Intercultural Bilingüe,Indígena,Chachi,Waranka,13.0,1.0,13.0
ESMERALDAS,ELOY ALFARO,TELEMBI,   COOPERATIVA,08B00065,TEPUINBI,Fiscal,Costa,Intercultural Bilingüe,Indígena,Chachi,Chachi,36.0,1.0,36.0
ESMERALDAS,ELOY ALFARO,TELEMBI,   corriente grande,08B00035,CECIB JOSE ZAPATA,Fiscal,Costa,Intercultural Bilingüe,Indígena,Chachi,Chachi,159.0,8.0,19.88
ESMERALDAS,ELOY ALFARO,TELEMBI,   CORRIENTE SECO,08B00063,PITYASHPI,Fiscal,Costa,Intercultural Bilingüe,Indígena,Chachi,Waranka,40.0,2.0,20.0
ESMERALDAS,ELOY ALFARO,TELEMBI,   GALLINAZO,08B00053,AATYAIPI,Fiscal,Costa,Intercultural Bilingüe,Indígena,Chachi,Chachi,26.0,1.0,26.0
ESMERALDAS,ELOY ALFARO,TELEMBI,   GUADUAL,08B00026,CECIB LA AUXILIADORA,Fiscal,Costa,Intercultural Bilingüe,Indígena,Chachi,Chachi,37.0,2.0,18.5
ESMERALDAS,ELOY ALFARO,TELEMBI,   JEYAMBI,08B00054,CECIB RIO ZAPALLO,Fiscal,Costa,Intercultural Bilingüe,Indígena,Chachi,Waranka,64.0,2.0,32.0
ESMERALDAS,ELOY ALFARO,TELEMBI,   KM 18 DE HOJA BLANCA A CHONTA,08B00006,UNIDAD EDUCATIVA FIBA JAKI,Fiscal,Costa,Intercultural Bilingüe,Indígena,Chachi,Chachi,340.0,15.0,22.67
ESMERALDAS,ELOY ALFARO,TELEMBI,   LOMA LINDA,08B00034,UNIDAD EDUCATIVA COMUNITARIA INTERCULTURAL BILINGUE ATALAYA,Fiscal,Costa,Intercultural Bilingüe,Indígena,Chachi,Chachi,397.0,18.0,22.06
ESMERALDAS,ELOY ALFARO,TELEMBI,   RECINTO BALZAR,08B00062,CECIB JOSE RAMON,Fiscal,Costa,Intercultural Bilingüe,Indígena,Chachi,Chibuleo,31.0,1.0,31.0
